TIMESTAMP,INDEX_NAME,OPEN_INDEX_VAL,HIGH_INDEX_VAL,CLOSE_INDEX_VAL,LOW_INDEX_VAL,TRADED_QTY,TURN_OVER
21-12-2015,NIFTY 50,7745.65,7840.75,7834.45,7733.45,130174102,5558.38
22-12-2015,NIFTY 50,7829.4,7846.3,7786.1,7776.85,129633328,5028.11
23-12-2015,NIFTY 50,7830.45,7871.45,7865.95,7826.1,121480721,4663.45
24-12-2015,NIFTY 50,7888.75,7888.75,7861.05,7835.5,96374245,3383.99
28-12-2015,NIFTY 50,7863.2,7937.2,7925.15,7863.0,126737811,5755.48
29-12-2015,NIFTY 50,7929.2,7942.15,7928.95,7902.75,116535971,4950.36
30-12-2015,NIFTY 50,7938.6,7944.75,7896.25,7889.85,110145855,4392.87
31-12-2015,NIFTY 50,7897.8,7955.55,7946.35,7891.15,155645098,6780.85
01-01-2015,NIFTY 50,8272.8,8294.7,8284.0,8248.75,56560411,2321.88
02-01-2015,NIFTY 50,8288.7,8410.6,8395.45,8288.7,101887024,4715.72
05-01-2015,NIFTY 50,8407.95,8445.6,8378.4,8363.9,118160545,5525.52
06-01-2015,NIFTY 50,8325.3,8327.85,8127.35,8111.35,172799618,8089.19
07-01-2015,NIFTY 50,8118.65,8151.2,8102.1,8065.45,164075424,7464.33
08-01-2015,NIFTY 50,8191.4,8243.5,8234.6,8167.3,143802802,8147.4
09-01-2015,NIFTY 50,8285.45,8303.3,8284.5,8190.8,152612528,9305.95
12-01-2015,NIFTY 50,8291.35,8332.6,8323.0,8245.6,103153908,5437.76
13-01-2015,NIFTY 50,8346.15,8356.65,8299.4,8267.9,129561892,6499.2
14-01-2015,NIFTY 50,8307.25,8326.45,8277.55,8236.65,150621631,7020.91
15-01-2015,NIFTY 50,8424.5,8527.1,8494.15,8380.55,232138802,10725.62
16-01-2015,NIFTY 50,8504.05,8530.75,8513.8,8452.25,181365905,8690.54
19-01-2015,NIFTY 50,8550.05,8570.95,8550.7,8531.5,129346422,6292.59
20-01-2015,NIFTY 50,8575.1,8707.9,8695.6,8574.5,158713840,7838.19
21-01-2015,NIFTY 50,8719.65,8741.85,8729.5,8689.6,191651012,9735.99
22-01-2015,NIFTY 50,8745.85,8774.15,8761.4,8727.0,180912372,9025.95
23-01-2015,NIFTY 50,8827.95,8866.4,8835.6,8795.4,197124706,9716.57
27-01-2015,NIFTY 50,8871.35,8925.05,8910.5,8825.45,192010521,9988.36
28-01-2015,NIFTY 50,8902.75,8985.05,8914.3,8874.05,190805926,10313.46
29-01-2015,NIFTY 50,8901.5,8966.65,8952.35,8861.25,264245843,13427.54
30-01-2015,NIFTY 50,8996.6,8996.6,8808.9,8775.1,275587957,12385.18
02-02-2015,NIFTY 50,8802.5,8840.8,8797.4,8751.1,216556534,10430.34
03-02-2015,NIFTY 50,8823.15,8837.3,8756.55,8726.65,208672175,9888.1
04-02-2015,NIFTY 50,8789.15,8792.85,8723.7,8704.4,201252375,8707.82
05-02-2015,NIFTY 50,8733.1,8838.45,8711.7,8683.65,179008853,9126.1
06-02-2015,NIFTY 50,8696.85,8726.2,8661.05,8645.55,176554075,7912.1
09-02-2015,NIFTY 50,8584.4,8605.55,8526.35,8516.35,151329604,6863.17
10-02-2015,NIFTY 50,8478.1,8646.25,8565.55,8470.5,202294693,9965.76
11-02-2015,NIFTY 50,8603.3,8651.95,8627.4,8593.65,166560867,7602.46
12-02-2015,NIFTY 50,8676.95,8732.55,8711.55,8599.25,163681352,7669.87
13-02-2015,NIFTY 50,8741.5,8822.1,8805.5,8729.65,228807812,10248.41
16-02-2015,NIFTY 50,8831.4,8870.1,8809.35,8793.4,140637331,7047.32
18-02-2015,NIFTY 50,8811.55,8894.3,8869.1,8808.9,152152801,10153.74
19-02-2015,NIFTY 50,8883.05,8913.45,8895.3,8794.45,219867400,9794.26
20-02-2015,NIFTY 50,8895.5,8899.95,8833.6,8816.3,203714864,8193.56
23-02-2015,NIFTY 50,8856.85,8869.0,8754.95,8736.1,143932325,7171.05
24-02-2015,NIFTY 50,8772.9,8800.5,8762.1,8726.75,154368611,7413.31
25-02-2015,NIFTY 50,8801.9,8840.65,8767.25,8751.4,139406599,6986.78
26-02-2015,NIFTY 50,8779.0,8786.05,8683.85,8669.45,224185492,10531.16
27-02-2015,NIFTY 50,8729.5,8856.95,8844.6,8717.45,257226273,11924.49
28-02-2015,NIFTY 50,8913.05,8941.1,8901.85,8751.35,246453954,10064.41
02-03-2015,NIFTY 50,8953.85,8972.35,8956.75,8885.45,224772586,11525.5
03-03-2015,NIFTY 50,8962.85,9008.4,8996.25,8925.55,183251960,9033.61
04-03-2015,NIFTY 50,9109.15,9119.2,8922.65,8893.95,256060375,12130.98
05-03-2015,NIFTY 50,8929.4,8957.55,8937.75,8849.35,165081476,8250.55
09-03-2015,NIFTY 50,8891.15,8891.3,8756.75,8740.45,160332840,8132.43
10-03-2015,NIFTY 50,8769.75,8778.0,8712.05,8677.35,168916337,8402.33
11-03-2015,NIFTY 50,8728.75,8755.6,8699.95,8682.35,178053293,8259.67
12-03-2015,NIFTY 50,8740.65,8787.2,8776.0,8732.9,179337979,8184.46
13-03-2015,NIFTY 50,8844.05,8849.75,8647.75,8631.75,184665971,8121.26
16-03-2015,NIFTY 50,8656.75,8663.55,8633.15,8612.0,168438040,7559.94
17-03-2015,NIFTY 50,8689.1,8742.55,8723.3,8630.8,182504639,8086.26
18-03-2015,NIFTY 50,8742.9,8747.25,8685.9,8664.0,161153533,8227.5
19-03-2015,NIFTY 50,8749.45,8788.2,8634.65,8614.65,168628424,8460.35
20-03-2015,NIFTY 50,8627.9,8627.9,8570.9,8553.0,179982752,8484.23
23-03-2015,NIFTY 50,8591.55,8608.35,8550.9,8540.55,155425780,6195.45
24-03-2015,NIFTY 50,8537.05,8627.75,8542.95,8535.85,161465466,7913.26
25-03-2015,NIFTY 50,8568.9,8573.75,8530.8,8516.55,165952155,8200.05
26-03-2015,NIFTY 50,8474.95,8499.45,8342.15,8325.35,288758332,13667.31
27-03-2015,NIFTY 50,8396.0,8413.2,8341.4,8269.15,198979321,9528.86
30-03-2015,NIFTY 50,8390.95,8504.55,8492.3,8380.75,142061290,6713.2
31-03-2015,NIFTY 50,8527.6,8550.45,8491.0,8454.15,177059509,8108.36
01-04-2015,NIFTY 50,8483.7,8603.4,8586.25,8464.75,136312446,6863.03
06-04-2015,NIFTY 50,8615.8,8667.55,8659.9,8573.75,150877855,7633.0
07-04-2015,NIFTY 50,8684.45,8693.6,8660.3,8586.85,141765381,7287.01
08-04-2015,NIFTY 50,8698.95,8730.5,8714.4,8679.8,149617725,7889.65
09-04-2015,NIFTY 50,8756.2,8785.5,8778.3,8682.45,158192905,8391.19
10-04-2015,NIFTY 50,8774.35,8787.4,8780.35,8733.6,141464357,7119.96
13-04-2015,NIFTY 50,8801.75,8841.65,8834.0,8762.1,122833397,6242.71
15-04-2015,NIFTY 50,8844.75,8844.8,8750.2,8722.4,170458015,8908.26
16-04-2015,NIFTY 50,8757.05,8760.0,8706.7,8645.65,149337173,8268.33
17-04-2015,NIFTY 50,8698.05,8699.85,8606.0,8596.7,155474164,9134.37
20-04-2015,NIFTY 50,8618.8,8619.95,8448.1,8422.75,154492312,8930.38
21-04-2015,NIFTY 50,8416.1,8469.35,8377.75,8352.7,418959074,32873.45
22-04-2015,NIFTY 50,8400.4,8449.95,8429.7,8284.7,176926942,10002.48
23-04-2015,NIFTY 50,8478.2,8504.95,8398.3,8361.85,169840748,9801.34
24-04-2015,NIFTY 50,8405.7,8413.3,8305.25,8273.35,177843969,10984.24
27-04-2015,NIFTY 50,8330.55,8334.45,8213.8,8202.35,174706337,10143.36
28-04-2015,NIFTY 50,8215.55,8308.0,8285.6,8185.15,183754628,9560.13
29-04-2015,NIFTY 50,8274.8,8308.2,8239.75,8219.2,174958511,8571.95
30-04-2015,NIFTY 50,8224.5,8229.4,8181.5,8144.75,281696257,14755.35
04-05-2015,NIFTY 50,8230.05,8346.0,8331.95,8220.45,136913823,7856.18
05-05-2015,NIFTY 50,8338.4,8355.65,8324.8,8280.6,156019941,8138.54
06-05-2015,NIFTY 50,8316.6,8331.95,8097.0,8083.0,212509839,10894.12
07-05-2015,NIFTY 50,8077.0,8122.6,8057.3,7997.15,166563657,8443.96
08-05-2015,NIFTY 50,8131.5,8224.95,8191.5,8123.45,188776090,8961.33
11-05-2015,NIFTY 50,8243.2,8332.75,8325.25,8224.65,197882948,8396.12
12-05-2015,NIFTY 50,8326.15,8326.65,8126.95,8115.3,178753978,8779.53
13-05-2015,NIFTY 50,8181.55,8254.95,8235.45,8089.8,175015183,8391.93
14-05-2015,NIFTY 50,8232.45,8236.25,8224.2,8137.3,138964395,6763.72
15-05-2015,NIFTY 50,8240.3,8279.2,8262.35,8212.2,133838055,6463.64
18-05-2015,NIFTY 50,8284.95,8384.6,8373.65,8271.95,153340463,7459.18
19-05-2015,NIFTY 50,8356.2,8427.8,8365.65,8335.0,144642344,7266.52
20-05-2015,NIFTY 50,8392.65,8440.35,8423.25,8391.45,127388797,6151.44
21-05-2015,NIFTY 50,8434.5,8446.35,8421.0,8382.5,148189485,7641.6
22-05-2015,NIFTY 50,8432.5,8489.55,8458.95,8420.6,193080657,8261.69
25-05-2015,NIFTY 50,8438.15,8441.95,8370.25,8364.15,125051166,5555.29
26-05-2015,NIFTY 50,8377.1,8378.9,8339.35,8320.05,120428892,5908.3
27-05-2015,NIFTY 50,8302.75,8342.85,8334.6,8277.95,170583401,8131.59
28-05-2015,NIFTY 50,8345.7,8364.5,8319.0,8270.15,239549060,11449.91
29-05-2015,NIFTY 50,8327.1,8443.9,8433.65,8305.7,375232198,20736.2
01-06-2015,NIFTY 50,8417.25,8467.15,8433.4,8405.4,125990614,7254.01
02-06-2015,NIFTY 50,8442.8,8445.35,8236.45,8226.05,151337661,8083.17
03-06-2015,NIFTY 50,8232.45,8236.7,8135.1,8094.15,176661646,7920.26
04-06-2015,NIFTY 50,8155.15,8160.05,8130.65,8056.75,159470840,7560.49
05-06-2015,NIFTY 50,8119.15,8191.0,8114.7,8100.15,167055308,7588.4
08-06-2015,NIFTY 50,8124.35,8131.0,8044.15,8030.55,140075743,6230.61
09-06-2015,NIFTY 50,8026.5,8057.15,8022.4,8005.15,140217686,6442.05
10-06-2015,NIFTY 50,8024.15,8152.25,8124.45,8023.8,141030200,6790.27
11-06-2015,NIFTY 50,8157.3,8163.05,7965.35,7958.25,171348959,7868.44
12-06-2015,NIFTY 50,7959.85,7995.6,7982.9,7940.3,140839875,6737.25
15-06-2015,NIFTY 50,7986.6,8057.7,8013.9,7944.85,137116389,6129.12
16-06-2015,NIFTY 50,8004.2,8061.85,8047.3,7952.35,127809460,5923.8
17-06-2015,NIFTY 50,8084.2,8136.85,8091.55,8048.95,157205716,7878.66
18-06-2015,NIFTY 50,8113.7,8186.9,8174.6,8101.8,149266110,7767.77
19-06-2015,NIFTY 50,8201.15,8250.8,8224.95,8195.65,151575997,7722.05
22-06-2015,NIFTY 50,8259.3,8369.45,8353.1,8257.4,126542473,6163.02
23-06-2015,NIFTY 50,8377.45,8398.45,8381.55,8334.95,135844708,6437.33
24-06-2015,NIFTY 50,8399.4,8421.35,8360.85,8338.9,134062733,7175.22
25-06-2015,NIFTY 50,8336.25,8423.15,8398.0,8329.5,207421340,9911.16
26-06-2015,NIFTY 50,8393.95,8408.55,8381.1,8339.7,113959476,5848.78
29-06-2015,NIFTY 50,8247.05,8329.45,8318.4,8195.65,136106699,6604.12
30-06-2015,NIFTY 50,8316.35,8378.0,8368.5,8298.95,163366250,8425.52
01-07-2015,NIFTY 50,8376.25,8481.6,8453.05,8370.15,135887471,6938.05
02-07-2015,NIFTY 50,8471.95,8479.25,8444.9,8433.2,115472141,6065.26
03-07-2015,NIFTY 50,8440.1,8497.75,8484.9,8424.15,91142979,4983.21
06-07-2015,NIFTY 50,8386.15,8533.15,8522.15,8386.15,104578132,5517.86
07-07-2015,NIFTY 50,8525.5,8561.35,8510.8,8483.85,126038231,6054.41
08-07-2015,NIFTY 50,8439.2,8457.5,8363.05,8341.4,193886999,8876.81
09-07-2015,NIFTY 50,8364.85,8400.3,8328.55,8323.0,135358659,6610.4
10-07-2015,NIFTY 50,8365.7,8377.1,8360.55,8315.4,158883926,8128.47
13-07-2015,NIFTY 50,8397.25,8471.65,8459.65,8355.4,121380175,6506.28
14-07-2015,NIFTY 50,8470.6,8480.25,8454.1,8424.1,104893796,5454.41
15-07-2015,NIFTY 50,8463.4,8531.4,8523.8,8462.95,108835522,5805.53
16-07-2015,NIFTY 50,8546.15,8616.1,8608.05,8542.9,119637042,6544.15
17-07-2015,NIFTY 50,8623.65,8642.95,8609.85,8593.15,108190401,5713.13
20-07-2015,NIFTY 50,8623.9,8624.1,8603.45,8559.0,93439295,5107.62
21-07-2015,NIFTY 50,8601.5,8646.75,8529.45,8517.9,169151098,10699.52
22-07-2015,NIFTY 50,8512.25,8643.9,8633.5,8498.65,141018383,7427.34
23-07-2015,NIFTY 50,8643.95,8654.75,8589.8,8573.8,136962516,7747.81
24-07-2015,NIFTY 50,8588.15,8589.15,8521.55,8513.5,131344832,6942.22
27-07-2015,NIFTY 50,8492.1,8492.2,8361.0,8351.55,140828066,7353.09
28-07-2015,NIFTY 50,8371.1,8397.4,8337.0,8321.75,179983810,8403.15
29-07-2015,NIFTY 50,8365.6,8381.5,8375.05,8338.45,145399010,7232.34
30-07-2015,NIFTY 50,8417.0,8458.9,8421.8,8408.3,221939186,10007.3
31-07-2015,NIFTY 50,8456.1,8548.95,8532.85,8448.0,209629301,9522.19
03-08-2015,NIFTY 50,8510.65,8563.95,8543.05,8508.1,161485758,7738.1
04-08-2015,NIFTY 50,8564.1,8565.15,8516.9,8448.25,193226091,9003.82
05-08-2015,NIFTY 50,8547.45,8591.85,8567.95,8545.85,136948290,6434.82
06-08-2015,NIFTY 50,8585.8,8606.3,8588.65,8551.5,139116393,6595.25
07-08-2015,NIFTY 50,8580.8,8595.95,8564.6,8552.7,148073594,6528.28
10-08-2015,NIFTY 50,8577.0,8621.55,8525.6,8497.8,127194886,5780.49
11-08-2015,NIFTY 50,8548.45,8556.25,8462.35,8441.3,159192694,7049.29
12-08-2015,NIFTY 50,8445.7,8446.95,8349.45,8337.95,195904304,8630.35
13-08-2015,NIFTY 50,8384.45,8429.5,8355.85,8339.75,195079107,7840.58
14-08-2015,NIFTY 50,8402.35,8530.1,8518.55,8381.2,160680260,7090.58
17-08-2015,NIFTY 50,8530.5,8530.6,8477.3,8428.05,180083830,6543.01
18-08-2015,NIFTY 50,8505.85,8525.75,8466.55,8433.6,157991554,6501.24
19-08-2015,NIFTY 50,8468.05,8520.45,8495.15,8425.95,134512114,6338.67
20-08-2015,NIFTY 50,8471.05,8501.35,8372.75,8359.75,189841783,9193.19
21-08-2015,NIFTY 50,8305.4,8322.2,8299.95,8225.05,207542070,9606.33
24-08-2015,NIFTY 50,8055.95,8060.05,7809.0,7769.4,322096413,13856.66
25-08-2015,NIFTY 50,7895.4,7925.4,7880.7,7667.25,308255265,13420.76
26-08-2015,NIFTY 50,7865.25,7930.05,7791.85,7777.1,223261362,10207.56
27-08-2015,NIFTY 50,7921.6,7963.6,7948.95,7862.3,314422773,14282.73
28-08-2015,NIFTY 50,8053.7,8091.8,8001.95,7961.65,201572450,8641.87
31-08-2015,NIFTY 50,8009.25,8043.6,7971.3,7947.95,204254629,9547.7
01-09-2015,NIFTY 50,7907.95,7929.1,7785.85,7746.5,190581167,8633.26
02-09-2015,NIFTY 50,7856.65,7862.55,7717.0,7699.25,222003483,9794.29
03-09-2015,NIFTY 50,7774.45,7845.6,7823.0,7754.05,160609681,7060.37
04-09-2015,NIFTY 50,7803.4,7804.9,7655.05,7626.85,199569987,8200.69
07-09-2015,NIFTY 50,7685.85,7705.05,7558.8,7545.9,145763902,5768.15
08-09-2015,NIFTY 50,7587.7,7720.9,7688.25,7539.5,177514609,7380.17
09-09-2015,NIFTY 50,7805.85,7846.05,7818.6,7764.55,214842731,8550.1
10-09-2015,NIFTY 50,7729.05,7819.85,7788.1,7678.5,165313439,6992.42
11-09-2015,NIFTY 50,7833.8,7864.85,7789.3,7759.9,140576943,6014.16
14-09-2015,NIFTY 50,7811.1,7879.95,7872.25,7761.85,126630775,5277.75
15-09-2015,NIFTY 50,7867.35,7880.0,7829.1,7799.75,140722007,6252.35
16-09-2015,NIFTY 50,7886.85,7913.9,7899.15,7853.3,144331414,6650.61
18-09-2015,NIFTY 50,7967.45,8055.0,7981.9,7955.85,249313429,11328.64
21-09-2015,NIFTY 50,7911.5,7987.9,7977.1,7908.35,125628591,5482.45
22-09-2015,NIFTY 50,8014.8,8021.6,7812.0,7787.75,173569429,7887.06
23-09-2015,NIFTY 50,7737.35,7882.9,7845.95,7723.25,151196367,6869.26
24-09-2015,NIFTY 50,7838.4,7894.5,7868.5,7804.1,208766516,9732.18
28-09-2015,NIFTY 50,7892.8,7893.95,7795.7,7787.95,140480206,7120.05
29-09-2015,NIFTY 50,7725.7,7926.55,7843.3,7691.2,248106979,11184.67
30-09-2015,NIFTY 50,7924.25,7957.7,7948.9,7874.5,217187896,9981.56
01-10-2015,NIFTY 50,7992.05,8008.25,7950.9,7930.65,161809883,8896.78
05-10-2015,NIFTY 50,8005.1,8128.9,8119.3,8005.1,188830270,9589.63
06-10-2015,NIFTY 50,8180.45,8180.95,8152.9,8096.5,184037905,8461.64
07-10-2015,NIFTY 50,8146.2,8188.9,8177.4,8132.9,199911165,7894.19
08-10-2015,NIFTY 50,8196.75,8196.75,8129.35,8105.85,177030502,7837.16
09-10-2015,NIFTY 50,8186.35,8232.2,8189.7,8139.65,205859184,7960.62
12-10-2015,NIFTY 50,8231.5,8244.5,8143.6,8128.2,205255913,7604.3
13-10-2015,NIFTY 50,8121.95,8150.25,8131.7,8088.6,150431773,6877.36
14-10-2015,NIFTY 50,8102.4,8139.3,8107.9,8096.35,143158108,6607.21
15-10-2015,NIFTY 50,8134.35,8190.55,8179.5,8129.8,172429864,7625.17
16-10-2015,NIFTY 50,8193.65,8246.4,8238.15,8147.65,161153559,6956.78
19-10-2015,NIFTY 50,8262.55,8283.05,8275.05,8239.2,128300205,6880.43
20-10-2015,NIFTY 50,8280.3,8294.05,8261.65,8229.2,159947752,7661.53
21-10-2015,NIFTY 50,8258.35,8294.4,8251.7,8217.15,149270047,6689.35
23-10-2015,NIFTY 50,8308.25,8328.1,8295.45,8280.75,156664310,7466.28
26-10-2015,NIFTY 50,8333.65,8336.3,8260.55,8252.05,138006303,6799.49
27-10-2015,NIFTY 50,8230.35,8241.95,8232.9,8217.05,161493491,8271.49
28-10-2015,NIFTY 50,8188.9,8209.1,8171.2,8131.8,194708669,9131.44
29-10-2015,NIFTY 50,8175.45,8179.6,8111.75,8098.0,224234135,10569.95
30-10-2015,NIFTY 50,8123.55,8146.1,8065.8,8044.4,205663493,9218.39
01-01-2016,NIFTY 50,7938.45,7972.55,7963.2,7909.8,64843836,2613.91
04-01-2016,NIFTY 50,7924.55,7937.55,7791.3,7781.1,138864905,5897.08
05-01-2016,NIFTY 50,7828.4,7831.2,7784.65,7763.25,149672973,5948.51
06-01-2016,NIFTY 50,7788.05,7800.95,7741.0,7721.2,151715828,6722.17
07-01-2016,NIFTY 50,7673.35,7674.95,7568.3,7556.6,194732861,7803.21
08-01-2016,NIFTY 50,7611.65,7634.1,7601.35,7581.05,162348690,6753.57
11-01-2016,NIFTY 50,7527.45,7605.1,7563.85,7494.35,194836791,7327.15
12-01-2016,NIFTY 50,7587.2,7588.3,7510.3,7487.8,168975973,7071.48
13-01-2016,NIFTY 50,7557.9,7590.95,7562.4,7425.8,221908258,9585.17
14-01-2016,NIFTY 50,7467.4,7604.8,7536.8,7443.8,206988549,9246.75
15-01-2016,NIFTY 50,7561.65,7566.5,7437.8,7427.3,203643071,8279.07
18-01-2016,NIFTY 50,7420.35,7463.65,7351.0,7336.4,240798183,8431.56
19-01-2016,NIFTY 50,7381.8,7462.75,7435.1,7364.15,194068339,7038.84
20-01-2016,NIFTY 50,7357.0,7470.9,7309.3,7241.5,232614141,8794.16
21-01-2016,NIFTY 50,7376.65,7398.7,7276.8,7250.0,248113284,9401.16
22-01-2016,NIFTY 50,7355.7,7433.4,7422.45,7327.6,236282061,7666.39
25-01-2016,NIFTY 50,7468.75,7487.15,7436.15,7421.2,168202502,5910.99
27-01-2016,NIFTY 50,7469.6,7477.9,7437.75,7419.7,193389891,6834.77
28-01-2016,NIFTY 50,7426.5,7468.85,7424.65,7409.6,283036298,10049.88
29-01-2016,NIFTY 50,7413.35,7575.65,7563.55,7402.8,307934042,11277.33
01-02-2016,NIFTY 50,7589.5,7600.45,7555.95,7541.25,206645021,8209.5
02-02-2016,NIFTY 50,7566.65,7576.3,7455.55,7428.05,237338907,8030.99
03-02-2016,NIFTY 50,7392.45,7419.4,7361.8,7350.3,197863301,6748.17
04-02-2016,NIFTY 50,7411.45,7457.05,7404.0,7365.95,229563364,7465.35
05-02-2016,NIFTY 50,7418.25,7503.15,7489.1,7406.65,257518899,8628.24
08-02-2016,NIFTY 50,7489.7,7512.55,7387.25,7363.2,176758985,5746.45
09-02-2016,NIFTY 50,7303.95,7323.45,7298.2,7275.15,218730280,7415.13
10-02-2016,NIFTY 50,7264.3,7271.85,7215.7,7177.75,254481339,8129.65
11-02-2016,NIFTY 50,7203.6,7208.65,6976.35,6959.95,301302956,9250.27
12-02-2016,NIFTY 50,7023.65,7034.8,6980.95,6869.0,344210729,11062.63
15-02-2016,NIFTY 50,7057.35,7182.8,7162.95,7056.8,365217073,10204.34
16-02-2016,NIFTY 50,7201.25,7204.65,7048.25,7037.7,261607451,7638.39
17-02-2016,NIFTY 50,7058.85,7123.7,7108.45,6960.65,268017961,7686.32
18-02-2016,NIFTY 50,7177.4,7215.1,7191.75,7127.85,254331498,8051.51
19-02-2016,NIFTY 50,7170.55,7226.85,7210.75,7145.95,198206480,6156.58
22-02-2016,NIFTY 50,7208.85,7252.4,7234.55,7200.7,159162842,5832.89
23-02-2016,NIFTY 50,7240.3,7241.7,7109.55,7090.7,200396978,6433.16
24-02-2016,NIFTY 50,7075.0,7090.8,7018.7,7009.75,205898417,6497.18
25-02-2016,NIFTY 50,7029.85,7034.2,6970.6,6961.4,291932544,9090.16
26-02-2016,NIFTY 50,7039.3,7052.9,7029.75,6985.1,213142575,6880.96
29-02-2016,NIFTY 50,7050.45,7094.6,6987.05,6825.8,487969285,15992.15
01-03-2016,NIFTY 50,7038.25,7235.5,7222.3,7035.1,283561570,9896.58
02-03-2016,NIFTY 50,7321.7,7380.35,7368.85,7308.15,348965708,10983.06
03-03-2016,NIFTY 50,7429.55,7483.95,7475.6,7406.05,287248532,9255.43
04-03-2016,NIFTY 50,7505.4,7505.9,7485.35,7444.1,290441230,8135.06
08-03-2016,NIFTY 50,7486.4,7527.15,7485.3,7442.15,264945393,8417.86
09-03-2016,NIFTY 50,7436.1,7539.0,7531.8,7424.3,252709391,9036.29
10-03-2016,NIFTY 50,7545.35,7547.1,7486.15,7447.4,231584305,8875.92
11-03-2016,NIFTY 50,7484.85,7543.95,7510.2,7460.6,204806572,7558.55
14-03-2016,NIFTY 50,7542.6,7583.7,7538.75,7515.05,172067214,6330.45
15-03-2016,NIFTY 50,7535.85,7545.2,7460.6,7452.8,199653871,7577.78
16-03-2016,NIFTY 50,7457.05,7508.0,7498.75,7405.15,201430035,7102.59
17-03-2016,NIFTY 50,7557.4,7585.3,7512.55,7479.4,247043954,9539.89
18-03-2016,NIFTY 50,7534.65,7613.6,7604.35,7517.9,244727490,9971.59
21-03-2016,NIFTY 50,7619.2,7713.55,7704.25,7617.7,202853386,8381.51
22-03-2016,NIFTY 50,7695.55,7728.2,7714.9,7643.8,215355848,8628.05
23-03-2016,NIFTY 50,7717.45,7726.85,7716.5,7670.6,205794773,7612.54
28-03-2016,NIFTY 50,7741.0,7749.4,7615.1,7587.7,249905118,10102.36
29-03-2016,NIFTY 50,7606.55,7652.9,7597.0,7582.25,223493457,10474.75
30-03-2016,NIFTY 50,7651.1,7741.95,7735.2,7643.45,239843751,9908.6
31-03-2016,NIFTY 50,7727.65,7777.6,7738.4,7702.0,391914059,15918.74
01-04-2016,NIFTY 50,7718.05,7740.15,7713.05,7666.1,189571551,8118.47
04-04-2016,NIFTY 50,7733.15,7764.45,7758.8,7704.4,160277940,6506.44
05-04-2016,NIFTY 50,7736.3,7736.3,7603.2,7588.65,210126897,8412.34
06-04-2016,NIFTY 50,7636.05,7638.65,7614.35,7591.75,170653808,6802.69
07-04-2016,NIFTY 50,7630.4,7630.75,7546.45,7535.85,241684050,7709.23
